,Marca,Modelo,DESCRICAO,Valor,embedding_musical,categoria_musical,specs_musicais
38,MICHAEL,LINHA BOXWOOD SERIES - VNM126,"Violino 1/2 Boxwood Series, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Boxwood, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",506.1,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA BOXWOOD SERIES - VNM126 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: EM VERNIZ TRANSL VERNIZ || DESCRICAO_MUSICAL: VIOLINO 1 2 BOXWOOD SERIES ACABAMENTO EM VERNIZ TRANSLÚCIC AVERMELHAC FILETES DE MADEIRA ENCRUSTADA NA BORDA TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC EM MAPLE MACIÇO CRAVELHAS QUEIXEIRA ESTANDARTE EM BOXWOOD ESPELHO EM ÉBANO 4 ECROAFINACDS DMOVÍVEIS ACESSÓRIOS ESTOJO TÉRECO BDU E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['EM VERNIZ TRANSL', 'VERNIZ']}"
39,MICHAEL,LINHA BOXWOOD SERIES Violino Infantil 1/2 - VNM126,"Violino 1/2 Boxwood Series, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, Tampo Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte em Boxwood, espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico, breu e 1 arco de crina animal.",506.1,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA BOXWOOD SERIES VIOLINO INFNTIL 1 2 - VNM126 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: EM VERNIZ TRANSL VERNIZ || DESCRICAO_MUSICAL: VIOLINO 1 2 BOXWOOD SERIES ACABAMENTO EM VERNIZ TRANSLÚCIC AVERMELHAC FILETES DE MADEIRA ENCRUSTADA NA BORDA TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC EM MAPLE MACIÇO CRAVELHAS QUEIXEIRA ESTANDARTE EM BOXWOOD ESPELHO EM ÉBANO 4 ECROAFINACDS DMOVÍVEIS ACESSÓRIOS ESTOJO TÉRECO BDU E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['EM VERNIZ TRANSL', 'VERNIZ']}"
40,MICHAEL,LINHA TRADICIONAL - VNM11,"Violino 1/2 Tradicional, acabamento de Verniz Translúcido Avermelhado, tampo Spruce (Abeto) maciço, faixas e fundo de Maple, 4 microafinadores e filete de madeira encrustado nas bordas. Acessórios: Estojo térmico com higrômetro, breu, espaleira e 1 arco de crina animal.",506.1,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA TRADICIONAL - VNM11 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: VERNIZ DE VERNIZ TRANSL || DESCRICAO_MUSICAL: VIOLINO 1 2 TRADICIONAL ACABAMENTO DE VERNIZ TRANSLÚCIC AVERMELHAC TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC DE MAPLE 4 ECROAFINACDS E FILETE DE MADEIRA ENCRUSTAC NAS BORDAS ACESSÓRIOS ESTOJO TÉRECO COM HIGRÔMETRO BDU ESPALEIRA E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['VERNIZ', 'DE VERNIZ TRANSL']}"
41,MICHAEL,LINHA TRADICIONAL Violino Infantil 1/2 - VNM11,"Violino 1/2 Tradicional, acabamento de Verniz Translúcido Avermelhado, tampo Spruce (Abeto) maciço, faixas e fundo de Maple, 4 microafinadores e filete de madeira encrustado nas bordas. Acessórios: Estojo térmico com higrômetro, breu, espaleira e 1 arco de crina animal.",506.1,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA TRADICIONAL VIOLINO INFNTIL 1 2 - VNM11 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: VERNIZ DE VERNIZ TRANSL || DESCRICAO_MUSICAL: VIOLINO 1 2 TRADICIONAL ACABAMENTO DE VERNIZ TRANSLÚCIC AVERMELHAC TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC DE MAPLE 4 ECROAFINACDS E FILETE DE MADEIRA ENCRUSTAC NAS BORDAS ACESSÓRIOS ESTOJO TÉRECO COM HIGRÔMETRO BDU ESPALEIRA E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['VERNIZ', 'DE VERNIZ TRANSL']}"
42,MICHAEL,LINHA TRADICIONAL - VNM10,"Violino 1/4 Tradicional, acabamento de Verniz Translúcido Avermelhado, tampo Spruce (Abeto) maciço, faixas e fundo de Maple, 4 microafinadores e filete de madeira encrustado nas bordas. Acessórios: Estojo térmico com higrômetro, breu e 1 arco de crina animal.",506.1,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA TRADICIONAL - VNM10 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: VERNIZ DE VERNIZ TRANSL || DESCRICAO_MUSICAL: VIOLINO 1 4 TRADICIONAL ACABAMENTO DE VERNIZ TRANSLÚCIC AVERMELHAC TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC DE MAPLE 4 ECROAFINACDS E FILETE DE MADEIRA ENCRUSTAC NAS BORDAS ACESSÓRIOS ESTOJO TÉRECO COM HIGRÔMETRO BDU E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['VERNIZ', 'DE VERNIZ TRANSL']}"
43,MICHAEL,LINHA TRADICIONAL Violino Infantil 1/4 - VNM10,"Violino 1/4 Tradicional, acabamento de Verniz Translúcido Avermelhado, tampo Spruce (Abeto) maciço, faixas e fundo de Maple, 4 microafinadores e filete de madeira encrustado nas bordas. Acessórios: Estojo térmico com higrômetro, breu e 1 arco de crina animal.",506.1,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA TRADICIONAL VIOLINO INFNTIL 1 4 - VNM10 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: VERNIZ DE VERNIZ TRANSL || DESCRICAO_MUSICAL: VIOLINO 1 4 TRADICIONAL ACABAMENTO DE VERNIZ TRANSLÚCIC AVERMELHAC TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC DE MAPLE 4 ECROAFINACDS E FILETE DE MADEIRA ENCRUSTAC NAS BORDAS ACESSÓRIOS ESTOJO TÉRECO COM HIGRÔMETRO BDU E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['VERNIZ', 'DE VERNIZ TRANSL']}"
44,MICHAEL,GUITARRA STRATO MICHAEL JÚNIOR - GM219N,"Guitarra Strato infantil, corpo em Basswood, braço e escala em Maple Canadense, tarraxas blindadas cromadas, marcadores de escala Dot, 3 captadores Single Coil, 1 controle de volume e 2 tones, chave de 5 posições e 21 trastes. Cores: Metallic Blue (MB), Metallic Red (MR), Black (BK) e Vintage Sunburst (VS).",522.9,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: GUITARRA STRATO ECHAEL JÚNIOR - GM219N || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: GUITARRA STRATO INFNTIL CORPO EM BASSWOOD BRAÇO E ESCAA EM MAPLE CANADENSE TARRAXAS BLINDADAS CROMADAS MARCACDS DE ESCAA CT 3 CAPTACDS BNGLE COIL 1 CONTROLE DE VOLUME E 2 TONES CHAVE DE 5 POBÇÕES E 21 TRASTES CODS METALLIC BLUE (MB) METALLIC DD (MR) BACK (BK) E VINTAGE SUNBURST (VS),INSTRUMENTO_CORDA,{'AFINACAO': ['E']}
45,MICHAEL,GUITARRA STRATO MICHAEL JUNIOR - GM219N,"Guitarrra Strato, versão canhota, corpo em Basswood, braço em Hard Maple, tensor Dual Action, tarrazas blindadas cromadas, marcadores de escala Dot, 3 captadores Single Coil, I controle de volume e 2 tones, chave de 5 posições, ponte Tremolo e trastes Medium Jumbo.",522.9,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: GUITARRA STRATO ECHAEL JUNIOR - GM219N || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: GUITARRRA STRATO VERSÃO CANHOTA CORPO EM BASSWOOD BRAÇO EM HARD MAPLE TENSOR DUAL ACTION TARRAZAS BLINDADAS CROMADAS MARCACDS DE ESCAA CT 3 CAPTACDS BNGLE COIL I CONTROLE DE VOLUME E 2 TONES CHAVE DE 5 POBÇÕES PONTE TDMOLO E TRASTES MEDIUM JUMBO,INSTRUMENTO_CORDA,{'AFINACAO': ['E']}
46,MICHAEL,LINHA TRADICIONAL - VNM30,"Violino 3/4 Tradicional, acabamento de Verniz Translúcido Avermelhado, tampo Spruce (Abeto) maciço, faixas e fundo de Maple, 4 microafinadores e filete de madeira encrustado nas bordas. Acessórios: Estojo térmico com higrômetro, breu, espaleira e 1 arco de crina animal.",536.9,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA TRADICIONAL - VNM30 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: VERNIZ DE VERNIZ TRANSL || DESCRICAO_MUSICAL: VIOLINO 3 4 TRADICIONAL ACABAMENTO DE VERNIZ TRANSLÚCIC AVERMELHAC TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC DE MAPLE 4 ECROAFINACDS E FILETE DE MADEIRA ENCRUSTAC NAS BORDAS ACESSÓRIOS ESTOJO TÉRECO COM HIGRÔMETRO BDU ESPALEIRA E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['VERNIZ', 'DE VERNIZ TRANSL']}"
47,MICHAEL,LINHA TRADICIONAL - VNM40,"Violino 4/4 Tradicional, acabamento de Verniz Translúcido Avermelhado, tampo Spruce (Abeto) maciço, faixas e fundo de Maple, 4 microafinadores e filete de madeira encrustado nas bordas. Acessórios: Estojo térmico com higrômetro, breu, espaleira e 1 arco de crina animal.",536.9,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA TRADICIONAL - VNM40 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: VERNIZ DE VERNIZ TRANSL || DESCRICAO_MUSICAL: VIOLINO 4 4 TRADICIONAL ACABAMENTO DE VERNIZ TRANSLÚCIC AVERMELHAC TAMPO SPRUCE (ABETO) MACIÇO FIXAS E FUNC DE MAPLE 4 ECROAFINACDS E FILETE DE MADEIRA ENCRUSTAC NAS BORDAS ACESSÓRIOS ESTOJO TÉRECO COM HIGRÔMETRO BDU ESPALEIRA E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['VERNIZ', 'DE VERNIZ TRANSL']}"
48,MICHAEL,LINHA BOXWOOD SERIES - VNM136,"Violino 3/4 Boxwood, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, tampo em Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira e estandarte em Boxwood, espelho em Ébano e 4 microafinadores removíveis. Acessórios: Estojo térmico com higrômetro, breu e 1 arco de crina animal.",549.5,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA BOXWOOD SERIES - VNM136 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: EM VERNIZ TRANSL VERNIZ || DESCRICAO_MUSICAL: VIOLINO 3 4 BOXWOOD ACABAMENTO EM VERNIZ TRANSLÚCIC AVERMELHAC FILETES DE MADEIRA ENCRUSTADA NA BORDA TAMPO EM SPRUCE (ABETO) MACIÇO FIXAS E FUNC EM MAPLE MACIÇO CRAVELHAS QUEIXEIRA E ESTANDARTE EM BOXWOOD ESPELHO EM ÉBANO E 4 ECROAFINACDS DMOVÍVEIS ACESSÓRIOS ESTOJO TÉRECO COM HIGRÔMETRO BDU E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['EM VERNIZ TRANSL', 'VERNIZ']}"
49,MICHAEL,LINHA BOXWOOD SERIES - VNM146,"Violino 4/4 Boxwood, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, tampo em Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira e estandarte em Boxwood, espelho em Ébano e 4 microafinadores removíveis. Acessórios: 1 arco de crina animal, breu, estojo térmico com higrômetro.",549.5,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA BOXWOOD SERIES - VNM146 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: EM VERNIZ TRANSL VERNIZ || DESCRICAO_MUSICAL: VIOLINO 4 4 BOXWOOD ACABAMENTO EM VERNIZ TRANSLÚCIC AVERMELHAC FILETES DE MADEIRA ENCRUSTADA NA BORDA TAMPO EM SPRUCE (ABETO) MACIÇO FIXAS E FUNC EM MAPLE MACIÇO CRAVELHAS QUEIXEIRA E ESTANDARTE EM BOXWOOD ESPELHO EM ÉBANO E 4 ECROAFINACDS DMOVÍVEIS ACESSÓRIOS 1 ARCO DE CRINA ANIMAL BDU ESTOJO TÉRECO COM HIGRÔMETRO,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['EM VERNIZ TRANSL', 'VERNIZ']}"
50,MICHAEL,Lira - LLM290,"29 teclas, teclas e estrutura em alumínio, cabo retrátil,com talabarte e par de baquetas",553.0,CATEGORIA_MUSICAL: ACESSORIO_PERCUSSAO || CONTEXTO: acessorio instrumento percussao musical || MARCA: ECHAEL || MODELO: LIRA - LLM290 || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: 29 TECAS TECAS E ESTRUTURA EM ALUMÍNIO CABO DTRÁTIL COM TAABARTE E PAR DE BAQUETAS,ACESSORIO_PERCUSSAO,{'AFINACAO': ['E']}
51,MICHAEL,GUITARRA STRATO MICHAEL - GM217N,"Guitarrra Strato, corpo em Basswood, braço em Hard Maple, tensor Dual Action, tarrazas blindadas cromadas, marcadores de escala Dot, 3 captadores Single Coil, I controle de volume e 2 tones, chave de 5 posições, ponte Tremolo e trastes Medium Jumbo.",556.5,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: GUITARRA STRATO ECHAEL - GM217N || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: GUITARRRA STRATO CORPO EM BASSWOOD BRAÇO EM HARD MAPLE TENSOR DUAL ACTION TARRAZAS BLINDADAS CROMADAS MARCACDS DE ESCAA CT 3 CAPTACDS BNGLE COIL I CONTROLE DE VOLUME E 2 TONES CHAVE DE 5 POBÇÕES PONTE TDMOLO E TRASTES MEDIUM JUMBO,INSTRUMENTO_CORDA,{'AFINACAO': ['E']}
52,MICHAEL,GUITARRA STRATO CANHOTA - GM217N LH,"Cores: Metallic Black (MBK),Vintage Sunburst (VS), Sunburst Black (SK), Metallic Red (MRD), Metallic All Black (BA), Light Green (LG) e Light Blue (LB) e Black Tortoise (BT).",578.1999999999999,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: ECHAEL || MODELO: GUITARRA STRATO CANHOTA - GM217N LH || ESPECIFICACOES_MUSICAIS: AFINACAO: E || DESCRICAO_MUSICAL: CODS METALLIC BACK (MBK) VINTAGE SUNBURST (VS) SUNBURST BACK (SK) METALLIC DD (MRD) METALLIC ALL BACK (BA) LIGHT GDEN (LG) E LIGHT BLUE (LB) E BACK TORTOISE (BT),OUTROS,{'AFINACAO': ['E']}
53,MICHAEL,LINHA ÉBANO SERIES - VNM130,"Violino 3/4 Ébano, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, tampo em Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte e espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico com higrômetro, breu, espaleira e 1 arco de crina animal.",603.4,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA ÉBANO SERIES - VNM130 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: EM VERNIZ TRANSL VERNIZ || DESCRICAO_MUSICAL: VIOLINO 3 4 ÉBANO ACABAMENTO EM VERNIZ TRANSLÚCIC AVERMELHAC FILETES DE MADEIRA ENCRUSTADA NA BORDA TAMPO EM SPRUCE (ABETO) MACIÇO FIXAS E FUNC EM MAPLE MACIÇO CRAVELHAS QUEIXEIRA ESTANDARTE E ESPELHO EM ÉBANO 4 ECROAFINACDS DMOVÍVEIS ACESSÓRIOS ESTOJO TÉRECO COM HIGRÔMETRO BDU ESPALEIRA E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['EM VERNIZ TRANSL', 'VERNIZ']}"
54,MICHAEL,LINHA ÉBANO SERIES - VNM140,"Violino 4/4 Ébano, acabamento em verniz translúcido avermelhado, filetes de madeira encrustada na borda, tampo em Spruce (Abeto) maciço, faixas e fundo em Maple maciço, cravelhas, queixeira, estandarte e espelho em Ébano, 4 microafinadores removíveis. Acessórios: Estojo térmico com higrômetro, breu, espaleira e 1 arco de crina animal.",603.4,CATEGORIA_MUSICAL: INSTRUMENTO_CORDA || CONTEXTO: instrumento musical corda orquestra camerata || MARCA: ECHAEL || MODELO: LINHA ÉBANO SERIES - VNM140 || ESPECIFICACOES_MUSICAIS: AFINACAO: E | MATERIAL_ACABAMENTO: EM VERNIZ TRANSL VERNIZ || DESCRICAO_MUSICAL: VIOLINO 4 4 ÉBANO ACABAMENTO EM VERNIZ TRANSLÚCIC AVERMELHAC FILETES DE MADEIRA ENCRUSTADA NA BORDA TAMPO EM SPRUCE (ABETO) MACIÇO FIXAS E FUNC EM MAPLE MACIÇO CRAVELHAS QUEIXEIRA ESTANDARTE E ESPELHO EM ÉBANO 4 ECROAFINACDS DMOVÍVEIS ACESSÓRIOS ESTOJO TÉRECO COM HIGRÔMETRO BDU ESPALEIRA E 1 ARCO DE CRINA ANIMAL,INSTRUMENTO_CORDA,"{'AFINACAO': ['E'], 'MATERIAL_ACABAMENTO': ['EM VERNIZ TRANSL', 'VERNIZ']}"
55,MICHAEL,CORNETA EM F - WCMF,"Corneta Longa em Fá (F), Matéria prima: metal, Afinação em F, Acabamento niquelado, Campana Ø124mm, Calibre Ø11,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",610.4,CATEGORIA_MUSICAL: INSTRUMENTO_SOPRO_METAL || CONTEXTO: instrumento musical sopro metal orquestra banda fanfarra || MARCA: ECHAEL || MODELO: CORNETA EM F - WCMF || ESPECIFICACOES_MUSICAIS: AFINACAO: E F | MATERIAL_ACABAMENTO: NIQUEAC BELL DIAMETER || DESCRICAO_MUSICAL: CORNETA LONGA EM FÁ (F) MATÉRIA PRIMA METAL AFINAÇÃO EM F ACABAMENTO NIQUEAC BELL DIAMETER Ø124MM CALIBD Ø11 70MM ACOMPANHA BAG LUVA FANEA E BOCAL PRATEAC ECHAEL,INSTRUMENTO_SOPRO_METAL,"{'AFINACAO': ['E', 'F'], 'MATERIAL_ACABAMENTO': ['NIQUEAC BELL DIAMETER']}"
56,MICHAEL,CORNETA EM Eb - WCMB,"Corneta Longa em Mib (Eb), Matéria prima: metal, Afinação em Mib, Acabamento niquelado, Campana Ø124mm, Calibre Ø11,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",610.4,CATEGORIA_MUSICAL: INSTRUMENTO_SOPRO_METAL || CONTEXTO: instrumento musical sopro metal orquestra banda fanfarra || MARCA: ECHAEL || MODELO: CORNETA EM EB - WCMB || ESPECIFICACOES_MUSICAIS: AFINACAO: EB E | MATERIAL_ACABAMENTO: NIQUEAC BELL DIAMETER || DESCRICAO_MUSICAL: CORNETA LONGA EM Eb (EB) MATÉRIA PRIMA METAL AFINAÇÃO EM Eb ACABAMENTO NIQUEAC BELL DIAMETER Ø124MM CALIBD Ø11 70MM ACOMPANHA BAG LUVA FANEA E BOCAL PRATEAC ECHAEL,INSTRUMENTO_SOPRO_METAL,"{'AFINACAO': ['E', 'Eb'], 'MATERIAL_ACABAMENTO': ['NIQUEAC BELL DIAMETER']}"
57,MICHAEL,CORNETA EM Bb - WCMBB,"Corneta Longa em Sib (Bb), Matéria prima: metal, Afinação em Sib, Acabamento niquelado, Campana Ø124mm, Calibre Ø11,70mm. Acompanha: Bag, luva flanela e bocal prateado Michael",610.4,CATEGORIA_MUSICAL: INSTRUMENTO_SOPRO_METAL || CONTEXTO: instrumento musical sopro metal orquestra banda fanfarra || MARCA: ECHAEL || MODELO: CORNETA EM BB - WCMBB || ESPECIFICACOES_MUSICAIS: AFINACAO: E BB | MATERIAL_ACABAMENTO: NIQUEAC BELL DIAMETER || DESCRICAO_MUSICAL: CORNETA LONGA EM Bb (BB) MATÉRIA PRIMA METAL AFINAÇÃO EM Bb ACABAMENTO NIQUEAC BELL DIAMETER Ø124MM CALIBD Ø11 70MM ACOMPANHA BAG LUVA FANEA E BOCAL PRATEAC ECHAEL,INSTRUMENTO_SOPRO_METAL,"{'AFINACAO': ['Bb', 'E'], 'MATERIAL_ACABAMENTO': ['NIQUEAC BELL DIAMETER']}"
58,MICHAEL,CLARINETE LINHA ESSENCE - WCLM30N,"Clarinete, Afinação Bb (Si bemol) Apoio de polegar Regulável com anel porta-correia (talabarte), Matéria-prima Resina Bakelite, Acabamento 17 chaves niqueladas, Campana Ø74mm, Junções do corpo, Cortiça natural, Acessórios: 2 barriletes, abraçadeira de metal, boquilha Michael, cobre boquilha, kit de limpeza e case.",752.5,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_METAL || CONTEXTO: instrumento musical percussao metal orquestra || MARCA: ECHAEL || MODELO: CARINETE LINHA ESSENCE - WCLM30N || ESPECIFICACOES_MUSICAIS: AFINACAO: C E BB | NUMERO_CHAVES: 17 || DESCRICAO_MUSICAL: CARINETE AFINAÇÃO BB (Bb) APOIO DE POLEGAR DGULÁVEL COM ANEL PORTA-CORDIA (TAABARTE) MATÉRIA-PRIMA DBNA BAKELITE ACABAMENTO 17 CHAVES NIQUEADAS BELL DIAMETER Ø74MM JUNÇÕES C CORPO CORTIÇA NATURAL ACESSÓRIOS 2 BARRILETES ABRAÇADEIRA DE METAL BOQUILHA ECHAEL COBD BOQUILHA KIT DE LIMPEZA E CASE,INSTRUMENTO_PERCUSSAO_METAL,"{'AFINACAO': ['C', 'E', 'BB'], 'NUMERO_CHAVES': ['17']}"
59,MICHAEL,CLARINETE LINHA ESSENCE - WCLM51,"Clarinete, Afinação Bb (Si bemol) Apoio de polegar Regulável, Matéria-prima Resina Bakelite, Acabamento 18 chaves niqueladas, Campana Ø74mm, Junções do corpo, Cortiça natural, Acessórios: 2 barriletes, abraçadeira de metal, boquilha Michael, cobre boquilha, kit de limpeza e case. Pack Master com 5 unidades.",768.5999999999999,CATEGORIA_MUSICAL: INSTRUMENTO_PERCUSSAO_METAL || CONTEXTO: instrumento musical percussao metal orquestra || MARCA: ECHAEL || MODELO: CARINETE LINHA ESSENCE - WCLM51 || ESPECIFICACOES_MUSICAIS: AFINACAO: C E BB | NUMERO_CHAVES: 18 || DESCRICAO_MUSICAL: CARINETE AFINAÇÃO BB (Bb) APOIO DE POLEGAR DGULÁVEL MATÉRIA-PRIMA DBNA BAKELITE ACABAMENTO 18 CHAVES NIQUEADAS BELL DIAMETER Ø74MM JUNÇÕES C CORPO CORTIÇA NATURAL ACESSÓRIOS 2 BARRILETES ABRAÇADEIRA DE METAL BOQUILHA ECHAEL COBD BOQUILHA KIT DE LIMPEZA E CASE PACK MASTER COM 5 UNIDADES,INSTRUMENTO_PERCUSSAO_METAL,"{'AFINACAO': ['C', 'E', 'BB'], 'NUMERO_CHAVES': ['18']}"
60,MICHAEL,MÓDULO LANÇAMENTO - DMXMD02,"Módulo House, 209 vozes, 64 vozes de polifonia, 20 presets de fábrica, 50 canções, Drum On/Off, Metrônomo, espaço para gravação 1 música, Auxiliares: Fone de Ouvido P2, Saída P12 / Line Out P2, Entrada de áudio P12 / Line In P2, USB Interface / Midi. Pack Master 1 unidade.",774.9,CATEGORIA_MUSICAL: OUTROS || CONTEXTO: produto musical || MARCA: ECHAEL || MODELO: MÓDULO ANÇAMENTO - DMXMD02 || DESCRICAO_MUSICAL: MÓDULO HOUSE 209 VOZES 64 VOZES DE POLIFONIA 20 PDSETS DE FÁBRICA 50 CANÇÕES DRUM ON OFF METRÔNOMO ESPAÇO PARA GRAVAÇÃO 1 MÚBCA AUXILIADS FONE DE OUVIC P2 SAÍDA P12 LINE OUT P2 ENTRADA DE ÁUDIO P12 LINE IN P2 USB INTERFCE EDI PACK MASTER 1 UNIDADE,OUTROS,{}
